child,parent
66.7808791625313,66.0060749948025
71.229985398287,69.5899567196611
70.0982948691119,69.6031248834915
68.4381813281681,69.270306448685
64.0717759405263,68.0924294227734
63.2927178149577,64.6339015921112
66.952487074351,68.173694802681
66.093088118406,71.5648709030356
68.233622466959,67.0889276319649
68.8323428205214,68.9024790646508
65.5774532249663,68.8054459968116
69.1692829700653,68.596898641903
63.2821668882854,68.6945469267666
69.7151411690749,69.713969103992
69.6480809082743,70.325281299185
70.5039527523797,70.7164243690204
67.6377448740415,67.7422444350086
64.4364745947998,68.4642258526292
69.2917696480174,67.4609925185796
72.0254871610552,71.270999929402
67.174911669502,67.4169948014896
70.3984067375306,71.8678974881768
68.5432486588135,66.4836678472348
65.0740038829856,67.8676270497963
64.9706081224605,68.5746374919545
67.5477301490493,67.5925300812814
70.9286607227288,68.6426354495343
68.1543683016673,68.4520657467656
68.9049732943997,64.4722272853833
67.109408153966,68.2056719046086
68.8232248155866,70.8756978262682
66.6655113432091,68.0614632242359
70.7315105516929,69.5511417489033
72.031243466353,72.6729395650327
66.6028696825262,66.847553089261
69.3725899109151,65.6488826619461
68.1201295685489,67.2931292196736
65.7840286044404,67.3122340566479
73.2697574266233,69.6362785170786
67.0159964487422,63.6300891782157
64.0462988047395,69.4629732174799
69.506017547613,68.9870391180739
63.5084531077184,64.0000791614875
68.8094286132138,67.0013005752116
69.7493173829746,67.3220433443785
70.2630965544842,65.284407180734
69.6195845006034,70.6938970112242
70.3920763480011,70.7731144218706
65.1399954129476,65.9526970135048
68.4752870030236,69.2697785415221
70.1053914025426,68.4918643299025
68.5429888922256,68.41688306164
69.5012424469925,68.0384778256994
67.2966465957463,67.6350822772365
69.5053116530646,67.6479289194103
66.0079965093639,67.2723914959934
69.6369280212559,68.204665765632
69.755825047195,68.6144650087226
71.2705494263675,68.1053486515302
71.6829204843845,69.8038637246937
69.5734748349525,68.9115934211295
72.0694722678047,69.9432131140493
65.6570882469416,67.9036882640794
69.0496125210077,67.5656391591765
65.6659670221154,65.3486869391054
69.8145459143445,68.094713537721
67.743403462274,70.9717315824237
64.3044374490157,67.8124365939293
67.9892287534196,68.6470412898343
66.0940847683698,68.7725308125373
70.601447903132,68.2796271257102
73.3275204068515,72.9430510762613
64.6841378657147,63.6691186004318
63.7778248973656,69.9623964261264
70.2525236343965,71.9241143541876
67.8347553054802,66.8107040782925
66.0955975058489,65.7398411303293
71.5369622125756,70.0991558164824
65.9319461361039,66.8275171024725
65.7896874873433,67.4982194232289
69.370032284921,67.5592587492429
69.6761108437087,65.7574294027872
66.4619591616094,69.2736273936462
65.6271359569393,64.3142712386325
61.2607454976998,64.064268990187
69.2946622786578,70.5239088369999
72.1531198837794,71.5425843659323
70.3968877571635,69.0679480719846
66.6790028398857,67.5383201916702
67.5316860815976,65.29079497559
65.5741903346963,67.927163509652
70.6192743131425,69.3783902139403
63.7140904942527,67.6153620204423
70.2043245095294,68.9634799039923
71.8225395791698,69.8341734057758
68.0130382681266,67.2134615101386
69.5349111019634,68.6213730589952
71.4746079280041,68.3084737283643
68.9350641207304,70.9352978877723
62.8997497247066,64.6986505244859
69.4591237300076,68.7644746394362
67.1930100913625,65.7800932757091
66.164108902961,69.8674085629173
70.2717673823237,69.6184065593407
70.0640480714384,67.2388075222261
71.7944312105421,71.4190786343534
71.319495578343,67.9466701117344
64.985175563069,68.3745314164553
69.0016986213625,68.066935329698
68.4323741305154,68.3526988460217
70.3514132935554,67.898624858819
70.9101496446412,68.5661824545823
68.6646803657524,72.3814307348803
69.0087442726828,67.6450419214088
70.7388664060738,70.5940804912243
66.8823490259703,65.3347858106717
69.3216030167416,68.3527893505525
65.7027252428699,68.1406383537687
69.2144793828949,71.1888952949084
68.4697766441852,67.0865786613431
65.8558980799746,66.2626823363826
62.6365462407004,66.2898280927911
69.9916979636066,67.776998117799
63.1685054740403,67.1777929724194
66.7879517458379,67.6702096720692
68.8393895414658,68.8341468083672
69.918525483273,68.0948893004097
68.1127848218195,70.324280695524
67.130426138686,66.8880544442218
67.0190774044488,68.517157016322
68.5252626066096,65.3679611468688
71.4695684737992,65.7315524183214
71.1022216584999,71.9945069192909
67.2225669438951,65.4054723286536
63.8279895540793,67.334805509774
70.8716863533948,68.3666599006392
66.8424173079431,67.3115267271642
63.9855556369759,69.5263697430491
70.4972764794249,67.6885636532679
73.661048719706,72.3052126804832
65.9440454389434,68.502215856919
64.278881688416,68.0472410570364
68.527462885296,70.9207659927197
68.1422583302949,68.23680636473
69.5340646994766,68.5919563740026
67.2752798956819,68.0702958987094
65.1564542828593,68.0132102877833
69.0138094963506,70.6512886709534
70.7812015051488,68.3873641730752
68.2136025766842,69.639362626709
68.5057578545995,69.3679312358145
67.6871733887121,67.7503651583102
71.404461665824,69.2174893703777
70.3101308059879,70.842151908204
69.1959810944274,66.895137391286
68.5204302845988,69.5659500968177
68.705431766389,68.6551207683515
70.0661864099558,70.4075763446745
69.6515837337822,69.3565634335391
68.4984976109583,67.1231698743068
70.1810468489304,65.5749830882996
70.0499353947118,68.2637829286978
68.9577392924577,68.8283298520837
64.0594006146304,66.5945245523471
63.0589091328904,67.2670019827783
69.8809387041722,69.0950515286531
67.535368252825,67.8327680705115
68.9150912487414,66.7715828004293
73.9478406734299,72.5397245192435
68.4775163939223,67.1244634392206
68.0836915085558,69.7521151094697
64.4571147687268,68.9847028006334
70.6123435274232,69.5724908062257
64.890087855095,67.6322703780606
64.1799504135735,66.5286420001648
66.9905181113165,69.8909090033267
67.4967675500549,70.5212368927896
67.6691067473032,67.9141794024035
66.5983349835034,64.3682589498349
63.6305613392498,65.8831539729144
73.4808119361289,70.988563972991
64.0664899566211,68.537620281335
63.6205037476495,65.1816830646712
69.2205136795994,69.9313911795616
70.0260199497454,70.9073704457842
68.4619975924026,68.033697911771
66.1435077006929,66.5046283395495
64.3165104475804,68.2906272385735
68.657231563516,68.5374948594254
68.687042147899,69.8741512941197
72.2315819634125,69.635423087515
65.2051010202151,68.1550356680527
73.08584630494,70.6224394852761
68.4829178296961,65.3205361985601
71.549980230676,65.5245997807942
65.0205529318657,68.6925528496504
65.8143123565707,66.6578070654068
70.2467700157315,68.6105237780139
70.6589905221947,67.8516786943655
71.3819734966848,68.2620118577033
64.3855917219073,69.842989551602
63.6092971519567,67.2010555225424
67.0932767000515,66.0010283419397
70.4575602703728,67.6570934238844
66.8600808966905,69.5148879194167
65.7292378999293,67.044836982619
66.2021523691248,68.8336512048263
69.3534083101433,67.6420192068908
69.1286853701342,65.462066082051
66.677809322998,67.9962276907172
65.2751215496566,68.5246716381516
68.0243635746185,71.1615482009947
71.31398603837,69.3985564534087
68.0284603178036,65.998498537112
62.9520024005789,64.8717665737495
72.0616232408676,72.1912689004093
65.7366603119765,69.1842670268379
62.944876624085,65.6011974373832
68.4385428703856,67.4179453502875
67.6593587764539,69.3255170886405
68.1934758883901,67.3523156184237
68.7222316540312,65.5747411225457
69.8013735439628,70.2271783428732
66.915970331803,67.3266738757957
70.1154854444787,67.4203697282355
72.5138136649504,71.5829095353838
72.148463925859,72.3793094907887
71.8323166012298,69.2982744516339
66.9421538364142,64.0867198486812
68.2139471990988,68.8831671669614
66.541516321525,68.6599191534333
69.6693853808567,70.2847477288451
67.2850906500127,65.0493621530477
69.7338225050364,69.5502186492085
63.8262322049588,65.1769424716476
65.7801725084893,65.1406011411455
62.8014678596985,65.6185533565003
71.022154196212,67.8742364926729
66.9205011087935,68.5917754636612
69.9890574741177,69.9009517387021
65.7320095038042,65.6235053539276
68.571280242689,68.0006542799529
65.9959885259625,67.0967758239713
66.0754060210194,65.2858017103281
70.0180173237342,70.1867348430678
71.0661466764752,67.8907429750543
70.0993308946956,69.1049216545653
67.9591557423584,68.7223737281747
66.7767645204905,67.670207634801
70.8022619423457,68.9022981654853
66.0281775279902,64.7043137589935
68.4924355603755,65.6291102224495
71.6441304791253,68.8415431722533
69.3563915906008,67.3279455469456
70.9356533224229,69.5606159912422
67.9913904187735,69.5402406719513
71.4972708758898,69.463839885313
66.344861408975,65.820625761291
64.1705385994166,67.038780399831
66.6511410978157,67.4336938185152
65.13013264006,68.3120658113621
63.7718904058449,69.4593766287435
68.5935458834749,69.2822082082275
63.7652914904058,68.860766896978
68.0783436806407,68.6100287006702
65.9507645131554,68.6571293980815
68.2427431960125,70.6616620474961
66.4226225370541,67.1469097707886
69.1588992651552,67.9730484203901
65.2073727897834,67.3531307177618
67.4943662146572,69.9898528915364
69.687538349349,69.8863540694583
66.2852847287897,66.9796075269114
67.5063778451178,69.5138162169605
64.7540753768291,67.3571105804294
67.0743649455719,64.9336650632322
68.5738938048482,69.495741977822
72.0335427548736,72.9316958200652
66.7116878394038,66.8839107614476
67.1308969292324,66.5742022651248
69.5323506687302,67.4500424989965
68.865072004078,66.0492837612983
68.3768921432085,67.337331549963
67.9409830493853,70.0170542683918
69.1392886310816,67.7136385396589
69.7386642508674,70.3560098321177
66.382335991878,67.9914529537782
68.4844167845324,67.7969640102237
69.2427479119971,70.8032252166886
69.2885816016234,67.9205657611601
64.2310085830279,66.9055463876575
62.9356963709462,68.5097396324854
64.3403589770198,66.1098965790588
66.2547051453032,65.2823376718443
66.701362902578,67.356315754354
65.7872960074339,66.6758903732989
72.0396465249825,67.1238624709658
66.1365651258267,67.6375140708406
69.3538649420254,67.2972269430757
68.8271382835694,66.8059448776767
68.8076988489367,70.8153466852382
69.6942655232735,68.842206369387
68.2017523176502,67.5229300120845
68.8746836497914,69.016642208444
64.8139192362316,68.9084500570316
70.8738502432127,71.7458324925974
68.9024691589177,69.1780046366621
69.6229701932054,68.5614146944135
69.3731720068492,67.1296180731151
69.8617735330947,69.2311510653235
68.068750100024,71.901083783945
62.7826281213667,69.4934780471958
68.1353922361042,67.7495629126206
70.8187643986195,70.9835302629508
61.9271159584634,67.7418132391758
69.4221746719442,69.364010225283
66.727643604204,69.4320318456739
68.2943301215302,68.1526205276605
66.3633959063329,69.8887564225588
63.8529037191067,69.7589614877943
69.672857034998,66.0890881689265
67.7183784677647,67.8019551979378
67.0897661138326,66.7864441033453
67.4411173791625,67.8927049369086
67.3725099091418,69.3223198961932
68.9984287638683,67.201440394856
70.160971346125,69.1852377785835
68.7331468519289,69.289337497903
65.6092732057907,67.5224165106192
73.8899608920794,71.7689891187474
66.3763043990359,68.0196958472952
73.2422371211462,72.2042371032294
73.1832181527745,69.069111345103
70.3782650896348,68.7974826181307
66.5840203138534,67.123011153657
72.117726807762,72.5842162673362
68.9635173115414,70.2581928572617
71.5565439388622,69.0533472634852
63.4422779428307,63.9673700199928
66.9266908134334,69.7547112107277
69.0248891236726,67.7926951774862
64.2244275829755,69.7234739563428
62.9383361519314,65.6649494383018
70.030286516808,67.53034857288
70.3002798131667,67.2186541156843
